M681586249765896192,2, الميزانيه رفع_اسعار_البنزين_والكهرباا 3 الجنان اليوم الحياه ولا شك مد وجزر عندما توفي الملك خالد بن عبدالعزيز رحم ,كلاهما,محايد
M681586261702918144,2, الميزانيه رفع_اسعار_البنزين_والكهرباا 4 سعر النفط قد بدامشوار النزول من قمته التي حققها عام 1400 عند سعر 38 50دولار للبر ,سلبي,محايد
M681586272570347520,2, الميزانيه رفع_اسعار_البنزين_والكهرباا 5 فهد بن عبدالعزيز رحمه الله مقاليد الحكم من بعده والنفط حينها ماضي في مشواره نحو ,إيجابي,محايد
M681586282649247744,2, الميزانيه رفع_اسعار_البنزين_والكهرباا 6 حتى بلغ عام 1407 سعر 11 دولار كل هذا كان بالتزامن مع الحرب العراقيه الايرانيه ,سلبي,محايد
M681587881467588608,16, الميزانيه رفع_اسعار_البنزين_والكهرباا تسليه لو الفقر يذبح ذبح عبدالسلام ماعنده الا السيكل اللي يملكه ,سلبي,لا يمكن تحديده
M681586179939119104,3, الميزانيه عجز_326مليار ميزانيتنا_عز_وليست_عجز رفع_اسعار_البنزين_والكهرباا حال المسلم في الازمات ان يكون ,سلبي,لا يمكن تحديده
M681590553352499200,3, الميزانيه مخيبه لامال الاعداا وخاصه اعداا موجودين بيننا طامحين لامر لن ينالوه بوجود هذا الشعب الشامخ رفع_اسعار_البنزين_و ,سلبي,كلاهما
M681586364475912192,2, الميزانيه_السعوديه س لكل ثرثارلو احتاج الوطن دعم بكل مانملك هل تتوقع ان يترددالشعب السعودي بروحه قبل ماله رفع_اسعار_الب ,محايد,إيجابي
M681586379189579776,1, الميزانيه_السعوديه غبي يتحدث عن الرفاهيه واخوانه في الحد الجنوبي ليغفى بامان رفع_اسعار_البنزين_والكهرباا ميزانيه_ا ,إيجابي,سلبي
M681585940314353664,2, الميزانيه_السعوديه ميزانيه_2016 رفع_اسعار_البنزين_والكهرباا الخويطر القاعده الذهبيه مد رجليك على قد لحافك ,سخرية,محايد
M681587437051707392,2, الميزانيه_السعوديه ميزانيه_2016 رفع_اسعار_البنزين_والكهرباا الوابل المواطن البسيط لا يفهم عجز ولا تضخم ,لا يمكن تحديده,سلبي
M681592404781170688,4, الميزانيه_السعوديه_2016 الميزانيه رفع_اسعار_البنزين_والكهرباا سبب ارتفاع الاسعار للامام ابن_تيميه تصميمي ,سلبي,محايد
M681586774301356032,1, الميزانيه_السعوديه_2016 رفع_اسعار_البنزين_والكهرباا تدخل ع الهاشتاقات تقراا تعليقات تحس بنقص عقول البعض المملكه بخير ونعمه وامان من الله,سلبي,كلاهما
M681590990919045120,1, الميزانيه_العامه_للدوله تعلن كل سنهوترتفع الاصوات بتوع رفاهيهالمواطن والحقيقه بان الراتب ينقص ما يزودي رفع_اسعار_البنزين_والكهرباا,إيجابي,سلبي
M681596578751197184,1, الميزانيه_العامه_للدوله رفع_اسعار_البنزين_والكهرباا الله يرحمك ,لا يمكن تحديده,سلبي
M681595949295255552,1, الميزانيه_العامه_للدوله رفع_اسعار_البنزين_والكهرباا الم نكن نتمنى ان نشارك في الجهاد وجنودنا في الحدالجنوبي ايهما اغلى ال ,محايد,إيجابي
M681587066321416192,2, الميزانيه_العامه_للدوله رفع_اسعار_البنزين_والكهرباا مرت علينا سنوات دهر وبطاله ومديونيات بعد حرب تحرير الكويت والحمدلله تجا ,سلبي,إيجابي
M681586812113055744,25, الهلال رفع_اسعار_البنزين_والكهرباا كل شي ارتفع الا النصر مدحدر كان رفعتوه للثالث حاله حال الديزل والبانزيل ,سلبي,سخرية
M681588066662875136,16, الوزير الحصين يكشف ملابسات زياده تعريفه المياه والكهرباا رفع_اسعار_البنزين_والكهرباا ,إيجابي,لا يمكن تحديده
M681588206593261568,210, الوصول للمحطات الان اصعب من وصول الهلال للعالميه ههههههههههههههههههههههههههههههههههههههههههههههههههههههه رفع_اسعار_البنز ,سلبي,سخرية
M681593108715466752,79, الوصول لمحطات البنزين الان اصعب من وصول الهلال للعالميه الوضع مزري رفع_اسعار_البنزين_والكهرباا ,سلبي,سخرية
M681596891386253312,1, الوفاا حين يتفاعل المواطن مع وطنه ايجابا ويقبل التغيرات والخيانه حين يستغل التاجر الظروف ليكسب رفع_اسعار_البنزين_ ,إيجابي,كلاهما
M681593104529514496,2, الوئام رفع_اسعار_البنزين_والكهرباا الزيادات الجديده ستدخل حيز التطبيق اعتبارا من الثلاثاا ,إيجابي,محايد
M681585701650087936,15, الي عندو في البيت ذاك الشايب الي يدور وراهم ويطفي اللمبات استعدو لانه حيجري وراكم بالعصايه دحين رفع_اسعار_البنزين_و ,سلبي,سخرية
M681589620614770688,1, اليس اولى من رفع_اسعار_البنزين_والكهرباا ان يتم رفع_الدعم عن السيسي والحريري وكل من لم نستفد منهم في الرخاا والشده ,لا يمكن تحديده,سلبي
M681591082870829056,7, اليوم الطائرات صوتهن ثاني شكله عبوهن بترول من السوق السوداا اشفط_طال_عمرك رفع_اسعار_البنزين_والكهرباا,محايد,سخرية
M681592412645494784,1, اليوم تزداد الحاجه لتفعيل الجمعيات التعاونيه والدفع نحو زياده اعدادهاوتنظيم اعمالها فهي فرصه لابد من استثمارها رفع_اسعار_ ,إيجابي,محايد
M681586129750077440,1, اليوم زحمه قبل ما يرتفع سعر البنزين وبكره زحمه بيشوفون بكم يفللون بالسعر الجديد رفع_اسعار_البنزين_والكهرباا,سلبي,سخرية
M681587729646379008,1, اما بعد ايها المواطن فجيبك فيه الحل رفع_اسعار_البنزين_والكهرباا,محايد,لا يمكن تحديده
M681588201299947520,1, ان الابرار لفي نعيم المطففين 22 رفع_اسعار_البنزين_والكهرباا,إيجابي,محايد
M681594290594775040,1, ان الغني هوالغني بنفسه لو انه عاري المناكب حافي ماكل مافوق البسيطه كافيا فاذاقنعت فكل شيا كافي رفع_اسعار_البنزين_والكهرباا,محايد,لا يمكن تحديده
M681596887091310592,1, ان رفعت السعار و نزلوها بمن ومان وكلكم غردوها رفع_اسعار_البنزين_والكهرباا,لا يمكن تحديده,إيجابي
M681588934938378240,6, ان كان فيه عجز في الميزانيه فلن يكون هنالك عجز في حبناوولائنا وان تم رفع_اسعار_البنزين_والكهرباا فسيرتفع قدرك وحبك ,سلبي,إيجابي
M681591448345645056,1, ان كنت في نعمه فاحمد الله في ناس ما عندهم لقمه اليوم رفع_اسعار_البنزين_والكهرباا,إيجابي,محايد
M681595712472264704,3, انا اشوف لو انهم يلغون السعوديه ويوزعونا على دول العالم احسن رفع_اسعار_البنزين_والكهرباا,كلاهما,سخرية
M681594000453799936,5, انا الغريب في الفائض المالي وانا الشريك في عجز الميزانيه رفع_اسعار_البنزين_والكهرباا,كلاهما,سلبي
M681590707287658496,3, انا مدري من اللي قايلهم ان البنزين من خيرهم ان هم يعملون عشان يصنعون البنزين رفع_اسعار_البنزين_والكهرباا,محايد,سلبي
M681596140748468224,3, انا والله شاك مافيه الا هو رفع_اسعار_البنزين_والكهرباا رفع_سعر_البنزين ,محايد,لا يمكن تحديده
M681589180665823232,6, انشغلتم في رفع_اسعار_البنزين_والكهرباا و نحن انشغلنا في مراقبه العدو وردع كل من حاول التسلل لحدودنا اذكرونا بدعوه ,سلبي,محايد
M681586223039791104,5, انشهد انه جابها على الجرح الميزانيه_السعوديه_2016 رفع_اسعار_البنزين_والكهرباا ,سلبي,لا يمكن تحديده
M681589909401001984,3, انقسم الشعب بين متحلطم ومطبل بسبب رفع_اسعار_البنزين_والكهرباا بالنسبه لي كنت متوقع قرارات اقوى نظرا لوضع النفط والحرب لذلك ا ,كلاهما,محايد
M681592737376923648,1, اهل بريده يبداون بتخزين الوقود الموجود في المحطات بركات عصر استخراا سلمان هلت علينا رفع_اسعار_البنزين_والكهرباا ,إيجابي,سخرية
M681587301114331136,4, اهلا بقرار نستقبله بكل فخر من قياده الفخر ووطن العز وتبا لمن يستغله لياجج وطنيتنا بتجاهل رسائل التاجيج رفع_اسعا ,إيجابي,كلاهما
M681594600516120576,16, اولا نعوذ بالله من الغلاوالوبااوالزلازل والمحن ثانيا حتى بالرغم من الزياده بعض دول الجوار يجون يعبون من عندنا رفع_اسعار_الب ,سلبي,كلاهما
M681585508150054912,1, ايام الملك فهد ارتفعت اسعار البنزين و رجعت عادي ماهي اول مره و حترجع الاسعار الفتره هذي صعبه ازمه و تعدي رفع_اسعار_البن ,سلبي,محايد
M681588169410801664,4, ايام ححلوه كانت ايام حبك عععز وفخر ي بو متعب لاتنسوني من دعائكم ححسبي الله ع رفع_اسعار_البنزين_والكهرباا ,إيجابي,سلبي
M681589383355580416,57, ايران وداعش يقتلوننا بابنائنا عجز_326مليار الميزانيه رفع_اسعار_البنزين_والكهرباا,سلبي,لا يمكن تحديده
M681585573782491136,1, اين المخزون الاحتياطي ايام ارتفاع النفط واين انخفاض السلع التي ارتفعت بارتفاع النفط رفع_اسعار_البنزين رفع_اسعار_البنزين_وال ,محايد,سلبي
M681590680054030336,3, ب الله وش الفايده من مجلس الشورى الي معين تعيين رفع_اسعار_البنزين_والكهرباا,محايد,سلبي
M681586441416097792,6, باريس هيلتون عاريه تمام رفع_اسعار_البنزين_والكهرباا عبدالعزيز_الدو ,سلبي,لا يمكن تحديده
M681595092507967488,4, بالارقام رفع اسعار بنزين 91 و95 وتعديل تعرفه استهلاك الكهرباا وبيع المياه رفع_اسعار_البنزين_والكه ,سلبي,محايد
M681591668894732288,25, بالصور ازدحام على المحطات قبل ساعات من رفع اسعار الوقود رفع_اسعار_البنزين_والكهرباا ,سلبي,محايد
M681591647117946880,6, بالصور ازدحام عند محطات الوقود للتعبئه قبل تطبيق التسعيره الجديده رفع_اسعار_البنزين_والكهرباا السعوديه ,سلبي,محايد
M681592035485315072,2, بالصور ازدحام في محطات تعبئه الوقود بعد قرار زياده الاسعار رفع_اسعار_البنزين_والكهرباا ,سلبي,محايد
M681595991011815424,19, بالصوره امير سعودي يخطف الاضواا في لندن رفع_اسعار_البنزين_والكهرباا,محايد,لا يمكن تحديده
M681592688471355392,18, بالفيديو مفاجاه الوزير عبدالله الحصين عن ارتفاع سعر تعرفه الكهرباا والمياه الجديده رفع_اسع ,سلبي,محايد
M681586272645869568,1, بالفيديو والصور ردود افعال جراا رفع_اسعار_البنزين_والكهرباا عاصفه_الحزم_تنسف_الميزانيه ,سلبي,محايد
M681585480878682112,7, بدا تطبيق التسعيره الجديده للوقود و التجاره الف ريال غرامه المحطات المخالفه رفع_اسعار_ا ,سلبي,محايد
M681587924035579904,38, بدا تطبيق التسعيره الجديده للوقود وغرامات للمخالفين رفع_اسعار_البنزين_والكهرباا ,سلبي,محايد
M681590992047357952,3, بدل ماتدفع على البنزين شهريا ميتين وخمسين صرت تدفع اربعميه كل هالهيصه عشن ميه وخمسين مو بشجع دوله ضرورهمحتمه رفع_اسعار_ا ,لا يمكن تحديده,كلاهما
M681592463505555456,7, بسولف مع العامل وانت خلك معشق بواحد قريبا رفع_اسعار_البنزين_والكهرباا,محايد,لا يمكن تحديده
M681591202370686976,1, بشرى ساره لجميع المواطنين رفع_اسعار_البنزين_والكهرباا ,إيجابي,سخرية
M681585891106795520,1, بعد اسبوع شباب طالعين يكشتون رفع_اسعار_البنزين_والكهرباا ,إيجابي,محايد
M681590090020302848,159, بعد عمري السعوديه عجز_326مليار الميزانيه رفع_اسعار_البنزين_والكهرباا,محايد,إيجابي
M681589602898046976,3, بعد ماشفت الزحمه عند محطات البنزين ما سالت نفسك سؤال واحد بس كيف حال الي ماهم بلاقينه احمد الله واشكره يزيدك رفع_اسعا ,سلبي,محايد
M681585563049263104,1, بعد هالتغريده 90 من البنات راح يؤيدون قرار رفع_اسعار_البنزين_والكهرباا ,لا يمكن تحديده,محايد
M681594882482417664,1, بعد هذا الوسم الراتب_مايكفي_الحاجه الان هذا الوسم رفع_اسعار_البنزين_والكهرباا قرارات حكيمه الله لا يغير علينا ,إيجابي,سخرية
M681587929458819072,2, بعض الحروف تبكيك ليس وجعا بل لانها تلمس شيئا استوطن روحك ميزانيه_2016 رفع_اسعار_البنزين_والكهرباا,سلبي,لا يمكن تحديده
M681587349248151552,4, بعضهم تتكلم معه عن رفع_اسعار_البنزين_والكهرباا وبعض الخدمات وبعض مظاهرالفساد والمحاسبه يرد عليك نعمه_الامن وهل ه ,كلاهما,سلبي
M681587027582840832,3, بعيدا عن انخفاض الدخل مهم رفع اسعار البنزين حتى ينخفض الاستهلاك المحلي العالي جدا بسبب الفرفره رفع_اسعار_البنزين_وا ,سلبي,كلاهما
M681588433022758912,2, بقدر ما حزن ذوي الدخل المحدود عند رفع_اسعار_البنزين_والكهرباا بقدر ما فرح اللصوص والجشعين من التجار لانهم سيجدون شماع ,كلاهما,سلبي
M681595912435691520,4, بيعوا الجزيره اللي شريتوه بمليارات اللي عند المالديف وبعدين ارفعوا البنزين والكهرب رفع_اسعار_البنزين_والكهرباا,لا يمكن تحديده,سلبي
M681587824592826368,3, تبدو اسعار الوقود للبعض غاليه ولكن الوطن اغلى واعلى رفع_اسعار_البنزين_والكهرباا ,سلبي,كلاهما
M681594815906213888,3, تجاره الاديان رائجه في السعوديه رفع_اسعار_البنزين_والكهرباا ميزانيتنا_عز_وليست_عجز غرد_كانك_جامي فنون_التطبيل ,محايد,لا يمكن تحديده
M681592085754048512,2, تحديث اسعار البوينت ب ارخص الاسعار الهلال_القادسيه رفع_اسعار_البنزين_والكهرباا دغيس_70_الف_متابع ,محايد,لا يمكن تحديده
M681590151433351168,3, تحملت الدوله زياده الانفاق على عاصفه_الحزم لاستعاده عروبه اليمن من قبضه اتباع الفرس لذا ستنحمل رفع_اسعار_البنزين_وال ,سلبي,إيجابي
M681587040635469824,1, تخيلوا لو الشعب بدل ما هو ماسك طوابير على محطات البنزين خرجوا في مسيرات ومظاهرات احتجاج على رفع_اسعار_البنزين_والكهرباا ,سلبي,محايد
M681587904695668736,6, تدري ان الحب انت وتدري ان الاب كنت وتدري ان الكل وده مات و لا تموت انت رفع_اسعار_البنزين_والكهرباا ,إيجابي,لا يمكن تحديده
M681591776243769344,4, تذكرو ان سعر البنزين كان مرتفع وخفضه الملك عبدالله الله يرحمه اكثرو الاستغفار ذنوبنا من اذهبت سعه رزقنا رفع_اسعار_البنزي ,محايد,سلبي
M681591832392892416,3, تراي ابخاويك كلمه سنسمعها كثيرا هذه الايام اما الحقكم على موتري صارت من الماضي ههههههههه رفع_اسعار_البنزين_والكهرباا,محايد,سخرية
M681596693595435008,1, تزاحمنا علي ساندوتش ببلاش مانتزاحم علي نفط المحطات_زحمه رفع_اسعار_البنزين_والكهرباا ,سلبي,لا يمكن تحديده
M681588080663474176,3, تصدر النصر سنتين والدوله تعيش رغد وزيادات تصدر الهلال والاهلي وجات المشاكل ارتفع البنزين عجز في الميزانيه رفع_اسعار_البن ,كلاهما,سخرية
M681592370668933120,1, تصدر النصر سنتين والدوله تعيش رغد وزيادات رواتب تصدر الهلال والاهلي وجات المشاكل من كل اتجاه فرق نكبه رفع_اسعار_ال ,كلاهما,سخرية
M681593353209802752,2, تعليمات الامان تحفظ في مكان بارد بعيد عن متناول الاطفال رفع_سعر_الوقود رفع_اسعار_البنزين_والكهرباا السعوديه ,إيجابي,لا يمكن تحديده
M681586680403496960,2, تغير السعر مش بعد الساعه 12 بعد انتهاا خزان المحطه رفع_اسعار_البنزين_والكهرباا الميزانيه_السعوديه البنزين ,لا يمكن تحديده,محايد
M681586450912133120,1, تفاصيل في تقرير بن سلمان يسعى للاستحواذ على البند السري في محاربه الارهاب من بن نايف رفع_ا ,سلبي,لا يمكن تحديده
M681586642516312064,1, تكفوون ادعوا لجنودنا ع الحد الجنوبي محتاجين للدعاا الله يحفظهم ويحفظ بلادنا من كل شر رفع_اسعار_البنزين_والكهرباا,إيجابي,لا يمكن تحديده
M681596968477573120,3, ثلاثون هلله تتحسف على منحها لامان وطنك اي وطنيه تحملها انت اذا رفع_اسعار_البنزين_والكهرباا,إيجابي,سلبي
M681585580849938432,1, جاب الله الحريم ما يسقن السيارات ولا كان الحين يفرزنن البنزين ويبيعنه بالانستقرام رفع_اسعار_البنزين_والكهرباا,محايد,سخرية
M681588954936782848,3, جبهه_النصره جبهه النصره في الجنوب تستنفر مقاتليها لرد عاديه النظام النصيري والخوارج رفع_اسعار_البنزين_والكهرباا ,سلبي,لا يمكن تحديده
M681591361808789504,3, جمال التخطيط العمراني برشلونه اسبانيا وعندنا الله يخلف علينا بخير رفع_اسعار_البنزين_والكهرباا ,إيجابي,لا يمكن تحديده
M681594022557827072,24, حال الشعب بعد رفع البنزين رفع_اسعار_البنزين_والكهرباا ,لا يمكن تحديده,محايد
M681592579624943616,6, حال عمال المحطات بعد الساعه 12 رفع_اسعار_البنزين_والكهرباا ,لا يمكن تحديده,محايد
M681587378805456896,15, حبيبي البيت فاضي انتبهي لنفسك وقفلي الباب البنزين_غالي رفع_اسعار_البنزين_والكهرباا,محايد,لا يمكن تحديده
M681588809465786368,3, حتي لو نتبرع من رواتبنا فالوضع الحالي لحمه وموازه للدوله حرب ياعالم حرب ولاكننا في حرب احمدوا الله وشكروه رفع_اسعار_البنزين_ ,سلبي,كلاهما
M681587878456070144,3, حد يا جدعان متخصص في الاقتصاد يشرح للجمير معني رفع_اسعار_البنزين_والكهرباا عشان هما فاكرين البنزين بس هو اللي سعره ارتفع,سلبي,محايد
M681595436881317888,1, حد_فرحك_ف_2015 وقالك ع خبر رفع_اسعار_البنزين_والكهرباا حد_فرحك_ف_2015 وقالك ميزانيتنا_عز_وليست_عجز وهو نفس الحد قال ودع_2015_بكلمه احيه,لا يمكن تحديده,إيجابي
M681591786008018944,3, حسب وجهه نظري الغير متواضعه رفع_اسعار_البنزين_والكهرباا فرصه جميله للتشفي بشركه ساهر بس احنا شعب نحب نتحلطم واجد ,إيجابي,كلاهما
M681596581661941760,3, حق شهر قدام رفع_سعر_البنزين رفع_اسعار_البنزين_والكهرباا ,لا يمكن تحديده,محايد
M681592810303258624,1, حقيقه العقل شيا نادر في المجتمع رفع_اسعار_البنزين_والكهرباا,إيجابي,سلبي
M681588461091057664,17, حقيقه عجز الميزانيه السعوديه هي هذا الهشتاق عاصفه_الحزم_تنسف_الميزانيه نرجو التفاعل معه نه يشخص الواقع رفع_اسعار_البنزي ,سلبي,لا يمكن تحديده
M681590131501957120,1, حقين الاكسنتات انبسطوا الحين اذا فللتوا تاخذون منديل رفع_اسعار_البنزين_والكهرباا,إيجابي,سخرية
M681587873854963712,1, حمى الله الوطن من كل الشرور وكفانا شر النفاق والشقاق رفع_اسعار_البنزين_والكهرباا,إيجابي,كلاهما
M681597659912749056,1, حنا عيال الشيوخ ما همنا رفع البنزين لو بغينا من باتسر نشري محطه gt gt نصاب مالحق يعبي بوح_المشاعر رفع_اسعار_ا ,سلبي,سخرية
M681594227390844928,1, حين تبالغ في احلامك الراتب_ما_يكفي_الحاجه ستاكل تبنا رفع_اسعار_البنزين_والكهرباا,لا يمكن تحديده,سلبي
M681596574800195584,15, حينما يكون ارتفاع البنزين بسبب تكلفه الحرب ضد الارهاب والدفاع عن الاسلام والاستقلال السيادي فنحن نرحب بذالك رفع_اسعار_ا ,سلبي,إيجابي
M681593497275731968,1, خالد الفالح ماسك منصبين يعني راتبين ليت يخصصون ترشيد لهم والحين كل شوي طالع بالتلفزيون رفع_اسعار_البنزين_والكهرباا,محايد,لا يمكن تحديده
M681585653964931072,124, خبر عاجل خروج الشيخ بدر القحطاني من القريه يرفع اسعار البنزين والكهرباا رفع_اسعار_البنزين_والكهرباا زد_رصيدك45,سلبي,محايد
M681588490186952704,16, خل التوانك فل لو كان غالي ترى العمر لا راح محدن يرده مهما يزيدون السعر لا لاتبالي اتبع هواك ومامضى لا تعده رفع_اسعار_البنزي ,سلبي,لا يمكن تحديده
M681593566158843904,3, خل عنك حركات الزحف رفع_اسعار_البنزين_والكهرباا رفع_الدعم الرياض السعوديه استهبال ضحك ,سخرية,لا يمكن تحديده
M681586103565029376,8, خلاص يا شباب يكفيهم الليله امانه قدني ادمع من الضحك بكره كل واحد يجيب زامل نتبرع للسعاوده اشفط_طال_عمرك رفع_اسعار_ا ,إيجابي,سخرية
M681591975150223360,112, داعش وايران والخطاب الموحد ضد السعوديه عجز_326مليار رفع_اسعار_البنزين_والكهرباا,سلبي,لا يمكن تحديده
M681589133794504704,4, دايم اسمع قرارت لصالح المواطن وتقعد سنين عشان تنفذ هذا اذا نفذوها وهذا طلع القرار الظهر والساعه 12 منفذ رفع_اسعار_البنزين_ ,محايد,سلبي
M681597859117043712,1, دعونا نذهب لنبتكر الغد بدلا من القلق بشان ما حدث البارحه مكتب_القبولات_الشامله رفع_اسعار_البنزين_والكهرباا,سلبي,كلاهما
M681588052242894848,3, ذلحين مافيه احد يعبي بنزين تعليق تذكرت رمضان ومنظر زحمه الناس في المطاعم للسحور وبعد الفجر والشوارع فاضيه رفع_اسعار_ ,سلبي,محايد
M681597173407084544,4, راحت عليكم يا اهل البحرين ياللي تصبون بنزين سعودي في طريق العوده بحجه الرخص بنزينهم ارتفع سعره حسدتوهم رفع_اسعار_ا ,إيجابي,سلبي
M681592029785145344,5, راي احمد الله ولا تعيب فيمن خرج لشراا البنزين قبل ارتفاع سعره فالله وحده عليم بحال عباده وحاجتهم رفع_اسعار_البنزين_والكهرباا,محايد,سلبي
M681586808048738304,1, رجال الجيش اليمني واللجان الشعبيه علي مشارف نجران رفع_اسعار_البنزين_والكهرباا الميزانيه ,محايد,لا يمكن تحديده
M681585907686895616,4, رساله عاجله مني الى شعب المملكه كافه رفع_اسعار_البنزين_والكهرباا الجزا الاول ,لا يمكن تحديده,محايد
M681586987250388992,12, رفع البنزين ولم يرفع الامان في الحمد تدوم النعم فالحمدلله على نعمه الامن والامان رفع_اسعار_البنزين_والكهرباا ,كلاهما,إيجابي
M681590336729264128,1, رفع_اسعار_البنزين اغلاق_محطات_البنزين رفع_اسعار_البنزين_والكهرباا حان الوقت لتحرير قطاع التجزئه من الاجانب ,لا يمكن تحديده,إيجابي
M681590974716473344,1, رفع_اسعار_البنزين_والكهرباا _ من زايد لازود انشالله يصير لتر البنزين 10 او 20 ريال ما يهمنا حنا فدا الوطن المهم الامن والامان مواطن منافق,إيجابي,سخرية
M681591491555422208,3, رفع_اسعار_البنزين_والكهرباا 1 حينما تذهب لامريكا او بريطانيا للدراسه وتستخدم البانزين لسيارتك الخاصه حتما ستعرف انك بخير رغ ,محايد,إيجابي
M681587423181160448,1, رفع_اسعار_البنزين_والكهرباا 2 مستغرب فالمملكه حفظها الله تحملت اعباا كثيره وخسرت في الحروب مع دول الجوار حفاظا على الاستقرار العالمي,سلبي,لا يمكن تحديده
M681596905156165632,1, رفع_اسعار_البنزين_والكهرباا 2016 سنه حلوه ياجمييييل هذي هديه الرجال احنا اكيد التعينات في الطريق وياليييل مطولك ,إيجابي,سخرية
M681593216475480064,1, رفع_اسعار_البنزين_والكهرباا 367 مليار دفعتها السعوديه لبتر يد مخطط فارسي رافضي لكم الحق تفتخرواياشعب السعوديه سيذكركم التاري ,سلبي,إيجابي
M681585579205746688,9, رفع_اسعار_البنزين_والكهرباا lt gt اهم شي سعر السنتوب ثابت ,إيجابي,سخرية
M681588238373486592,1, رفع_اسعار_البنزين_والكهرباا ابشركم فللت سيارتي 48 ريال بعد ماكنت افللها 23 ريال,إيجابي,سخرية
M681595626770022400,1, رفع_اسعار_البنزين_والكهرباا ابو فهد ماكذب لما قال سيعم الامن والاستخراا ,لا يمكن تحديده,سخرية
M681592805861507072,1, رفع_اسعار_البنزين_والكهرباا اتضح من خلال الهشتاق وجود محللين اقتصاديين جدد,سخرية,محايد
M681591199468261376,1, رفع_اسعار_البنزين_والكهرباا اتمنى يقفلون اسواق الحريم عشان مافيه ودنا ودنا ويخلص البنزين ,سلبي,سخرية
M681590736551309312,1, رفع_اسعار_البنزين_والكهرباا اتوقع لو الحريم يسوقون كان نلقاهك بالانستقرام يبيعون بنزين مفرزن,محايد,سخرية
M681588938998444032,1, رفع_اسعار_البنزين_والكهرباا اثر الملك عبدالله كان على نيته لولاه لم نشاهد الطرق والكباري والقطارات ما يعرف يلهط ويوسع جيوبه,سلبي,لا يمكن تحديده
M681595870790434816,1, رفع_اسعار_البنزين_والكهرباا اجمل لحظات السعاده ان تحقق ما يظن الاخرين انك لا تستطيع تحقيقه ,إيجابي,لا يمكن تحديده
M681595711457202176,5, رفع_اسعار_البنزين_والكهرباا احب اقول لتجار زياده السعر في البنزين والكهرباا وليس في الاسواق والملابس والطعام والشراب اتقوا ال ,محايد,لا يمكن تحديده
M681590809846779904,1, رفع_اسعار_البنزين_والكهرباا احب اهني اصحاب ا كسنتات بيصيرون ياخذون منديل اذا عبوا فل ,إيجابي,سخرية
M681593880727433216,1, رفع_اسعار_البنزين_والكهرباا احد اسباب ارتفاع البنزين اغديه م يلتفت لم الاجازه ,لا يمكن تحديده,محايد
M681589879076196352,1, رفع_اسعار_البنزين_والكهرباا احد اسباب ازدحام المواطنين على محطات الوقود قبل رفع اسعاره ,سلبي,محايد
M681593474186108928,8, رفع_اسعار_البنزين_والكهرباا احد اهم الاسباب لرفع سعر البنزين في السعوديه ,سلبي,محايد
M681597370858102784,2, رفع_اسعار_البنزين_والكهرباا احذرو من يصطادون بالماا العكر ومازال البنزين ارخص بنزين وميزانيتنا عز ودام عزك ياوطن ,سلبي,كلاهما
M681588360171880448,1, رفع_اسعار_البنزين_والكهرباا احسن شي في قرار رفع سعر البنزين انه بيقلل من مشاويرالاجانب الغشمان والمبزره المتهورين,إيجابي,كلاهما
M681593788825993216,1, رفع_اسعار_البنزين_والكهرباا احسن ولا انا اعبي بانزين وجنبي واحد كحيان يعبي مثلي يبيلكم توكتوك ,إيجابي,لا يمكن تحديده
M681593414555693056,1, رفع_اسعار_البنزين_والكهرباا احمد ربكم شي بسيط وتراه قعد يدقون خشم الحووثي ازعجتونا من زمان الراتب لايكفي الحاجه,إيجابي,كلاهما
M681596755155234816,1, رفع_اسعار_البنزين_والكهرباا احمدوا ربكم ان الحريم ماتسوق كان الحين البنزين مفرزن ويباع في الانستقرام ,محايد,سخرية
M681589493766471680,5, رفع_اسعار_البنزين_والكهرباا احنا الدوله الوحيده اللي هوايتنا نفر بالسياره ومؤخراتنا حجمها بازدياد من البطاطس وعدم الحركه ,سخرية,سلبي
M681595900070899712,3, رفع_اسعار_البنزين_والكهرباا اختصار الكلام فائض الميزانيه ينعم به ويستفيد منه كبار التجار و عجز الميزانيه يتحمله الموا ,محايد,سلبي
M681587575463768064,1, رفع_اسعار_البنزين_والكهرباا اخيرا شفت حظ العيال زفت وبيصيرون يتحسرون لما يطلعون من البيت ,سلبي,سخرية
M681590307037687808,2, رفع_اسعار_البنزين_والكهرباا اخيرا شفنا اخوانا النصراويه يشاركون بتويتر لهم سبوع مختفين وفريقهم معطل مع الصفوف الاوليه ,سخرية,محايد
M681593590867431424,5, رفع_اسعار_البنزين_والكهرباا ادفعوا فاتوره الراتبين ههههههههه,محايد,سخرية
M681589399520460800,1, رفع_اسعار_البنزين_والكهرباا اذا اهلي بيطلبو لقيت عذر البنزين غالي ,سلبي,لا يمكن تحديده
M681588147092848640,1, رفع_اسعار_البنزين_والكهرباا اذا تجرئتم على كتابه تاريخ فصل التيار لهذا ارفعوا على كيفكم العدل اساس الملك ,سلبي,لا يمكن تحديده
M681594176220180480,1, رفع_اسعار_البنزين_والكهرباا اذا تضرر الوطن فالمواطن هو الخاسر الاكبر وتعويض العجز من البنزين والكهرباا هو مقابل الامن الذي ننعم به,سلبي,كلاهما
M681585984807563264,13, رفع_اسعار_البنزين_والكهرباا اذا تعوذ الخطيب يوم الجمعه من الغلاا لا تقول امين والا فانت اخواني مرجف ,محايد,سخرية
