"V1","V2"
"المذلخ","negative"
"المر","negative"
"المراره","negative"
"المرتزقه","negative"
"المريب","negative"
"المزيدات","negative"
"المستعصيه","negative"
"المستمتعين","negative"
"المستنقع","negative"
"المستهترين","negative"
"المسياريه","negative"
"المشبوهه","negative"
"المشوه","negative"
"المصايب","negative"
"المضغوط","negative"
"المطرسه","negative"
"المطرود","negative"
"المظغوط","negative"
"المظلومه","negative"
"المغرور","negative"
"المغص","negative"
"المفضوح","negative"
"المفغص","negative"
"المقهور","negative"
"المقيت","negative"
"المكابره","negative"
"الملامين","negative"
"الملعونه","negative"
"الملغي","negative"
"الملقوف","negative"
"المناصيب","negative"
"المنبطح","negative"
"المنتهين","negative"
"المنحطه","negative"
"المنحوس","negative"
"المنشطات","negative"
"المهازل","negative"
"المهايطي","negative"
"المهدد","negative"
"المهزوز","negative"
"المواجع","negative"
"الموتى","negative"
"المياعه","negative"
"النائحه","negative"
"النازل","negative"
"الناقص","negative"
"النباحه","negative"
"النبطاح","negative"
"النتنه","negative"
"الندم","negative"
"النعجه","negative"
"النفخ","negative"
"النفسيات","negative"
"النقد","negative"
"النقيق","negative"
"النوائح","negative"
"النياح","negative"
"الهبل","negative"
"الهبوط","negative"
"الهدم","negative"
"الهزائم","negative"
"الهفوات","negative"
"الهلامي","negative"
"الهم","negative"
"الوباء","negative"
"الوجع","negative"
"الورعنه","negative"
"الوصاخه","negative"
"الوصخ","negative"
"الوضاعه","negative"
"الوضيعه","negative"
"الوضيعين","negative"
"الوقاحه","negative"
"الوقح","negative"
"الوقحين","negative"
"الوهابيه","negative"
"اليتيم","negative"
"امتعاض","negative"
"امرضتنا","negative"
"امزكي","negative"
"امسحوا","negative"
"امعات","negative"
"اميتو","negative"
"انانيته","negative"
"انانيه","negative"
"انبطاح","negative"
"انبطاحكم","negative"
"انبطاحي","negative"
"انبطح","negative"
"انبطحنا","negative"
"انتحار","negative"
"انتحرو","negative"
"انتفض","negative"
"انتقاد","negative"
"انتقادنا","negative"
"انتقاصكم","negative"
"انتقدتو","negative"
"انتقدوا","negative"
"انجلد","negative"
"انجلدنا","negative"
"انجلدوا","negative"
"انجلط","negative"
"انحدار","negative"
"انحرمنا","negative"
"انخدعوا","negative"
"انخسفنا","negative"
"انزرف","negative"
"انزلخوا","negative"
"انسحاب","negative"
"انسحبو","negative"
"انسو","negative"
"انشخلو","negative"
"انشخلوا","negative"
"انشغل","negative"
"انظلم","negative"
"انظلمال","negative"
"انغبنتو","negative"
"انغبنتوا","negative"
"انكشف","negative"
"انلقمو","negative"
"انهار","negative"
"انهبل","negative"
"انهزم","negative"
"انهزموا","negative"
"انهو","negative"
"انهيناك","negative"
"اهجد","negative"
"اهجدو","negative"
"اهدرها","negative"
"اهدوا","negative"
"اهلكتنا","negative"
"اهمج","negative"
"اوجع","negative"
"اوريك","negative"
"اوضع","negative"
"اوقح","negative"
"اوقفوهم","negative"
"ايذا","negative"
"ايقاف","negative"
"اخطائنا","negative"
"استهتاره","negative"
"باطله","negative"
"اعاقه","negative"
"الاستعراض","negative"
"الام","negative"
"بالبركه","negative"
"التراب","negative"
"الدفدفه","negative"
"السباكين","negative"
"بالصداره","negative"
"بالصياح","negative"
"بالضغط","negative"
"بالطرد","negative"
"بالطقطقه","negative"
"بالظلم","negative"
"بالعك","negative"
"بالعله","negative"
"بالغا","negative"
"بالغش","negative"
"بالغصب","negative"
"بالفقع","negative"
"بالقهر","negative"
"بالمؤخره","negative"
"بالنار","negative"
"بالنازل","negative"
"بالنزيف","negative"
"بالهزيمه","negative"
"بالواسطه","negative"
"باهت","negative"
"بجاحه","negative"
"ببلك","negative"
"بتجاهل","negative"
"بتخباطته","negative"
"بتخبيصك","negative"
"بتخسرون","negative"
"بتصيحون","negative"
"بتنكب","negative"
"بتهور","negative"
"بثارك","negative"
"بثاره","negative"
"بجاحتك","negative"
"بجلدهم","negative"
"بجيح","negative"
"بحت","negative"
"بحسبت","negative"
"بحسره","negative"
"بحماقاته","negative"
"بخبث","negative"
"بخبصات","negative"
"بخطا","negative"
"بدعس","negative"
"بذيئ","negative"
"برا","negative"
"بركل","negative"
"برود","negative"
"برى","negative"
"بسئ","negative"
"بسباكتهم","negative"
"بستهبل","negative"
"بسكر","negative"
"بشتم","negative"
"بشر","negative"
"بشعه","negative"
"بشق","negative"
"بصعوبه","negative"
"بصياحهم","negative"
"بضعف","negative"
"بضغط","negative"
"بضياع","negative"
"بضيع","negative"
"بطا","negative"
"بطرد","negative"
"بطرده","negative"
"بطيء","negative"
"بظلم","negative"
"بعر","negative"
"بعنف","negative"
"بغبا","negative"
"بفشله","negative"
"بفلسفته","negative"
"بكائهم","negative"
"بكايات","negative"
"بكبكه","negative"
"بكت","negative"
"بكى","negative"
"بلانا","negative"
"بلاني","negative"
"بلاهت","negative"
"بلاويكم","negative"
"بلطجه","negative"
"بمكابرته","negative"
"بمكر","negative"
"بمهزله","negative"
"بنجاسه","negative"
"بنجلط","negative"
"بنخسر","negative"
"بنشخل","negative"
"بنصعب","negative"
"بهزيمته","negative"
"بهفواته","negative"
"بيضيع","negative"
"بيضيعها","negative"
"بيعاني","negative"
"بيغتصبنا","negative"
"بيفترى","negative"
"بيفشل","negative"
"تائه","negative"
"تابى","negative"
"تاخر","negative"
"تاخير","negative"
"تاذى","negative"
"تافل","negative"
"تالم","negative"
"تباكيهم","negative"
"تبالك","negative"
"تبحطتم","negative"
"تبطح","negative"
"تبطحتم","negative"
"تبطحنا","negative"
"تبطحي","negative"
"تبطل","negative"
"تتبطح","negative"
"تتزحلط","negative"
"تتشمت","negative"
"تتصفق","negative"
"تتعثر","negative"
"تتفلسف","negative"
"تجادلون","negative"
"تجاعل","negative"
"تجاهل","negative"
"تجاهلوها","negative"
"تجبرا","negative"
"تجحفلوا","negative"
"تجلد","negative"
"تحاسب","negative"
"تحرج","negative"
"تحرمه","negative"
"تحطمت","negative"
"تحطمنا","negative"
"تحطيم","negative"
"تحنفش","negative"
"تخاذل","negative"
"تخباطته","negative"
"تخبطاتك","negative"
"تخبطاته","negative"
"تخبطك","negative"
"تخبيصات","negative"
"تخبيصه","negative"
"تخدش","negative"
"تخريب","negative"
"تخسر","negative"
"تخضع","negative"
"تخضعون","negative"
"تخطي","negative"
"تدق","negative"
"تذبح","negative"
"تردي","negative"
"تروح","negative"
"تزعجنا","negative"
"تزعلني","negative"
"تسبون","negative"
"تستحس","negative"
"تستنزف","negative"
"تسحبون","negative"
"تسدحي","negative"
"تسرق","negative"
"تسلب","negative"
"تسلل","negative"
"تسللات","negative"
"تشتكي","negative"
"تشتم","negative"
"تشكيك","negative"
"تشمتون","negative"
"تصارخون","negative"
"تصايحون","negative"
"تصدمهم","negative"
"تصيح","negative"
"تصيحا","negative"
"تصيحون","negative"
"تصيحين","negative"
"تصيد","negative"
"تضررا","negative"
"تضغط","negative"
"تضغطهم","negative"
"تضيع","negative"
"تضيعها","negative"
"تضيعون","negative"
"تطبلون","negative"
"تطرد","negative"
"تطفيشهم","negative"
"تطير","negative"
"تظلم","negative"
"تعاسه","negative"
"تعالي","negative"
"تعاليه","negative"
"تعبث","negative"
"تعبوا","negative"
"تعترض","negative"
"تعثر","negative"
"تعثرات","negative"
"تعثرهم","negative"
"تعجز","negative"
"تعصب","negative"
"تعصبه","negative"
"تعطيل","negative"
"تعكر","negative"
"تعنت","negative"
"تعور","negative"
"تغافل","negative"
"تغافله","negative"
"تغبنك","negative"
"تغث","negative"
"تغريمه","negative"
"تغسله","negative"
"تغييبه","negative"
"تفارق","negative"
"تفحطون","negative"
"تفقده","negative"
"تفكونا","negative"
"تفلسف","negative"
"تفوه","negative"
"تفي","negative"
"تقزيم","negative"
"تقسو","negative"
"تقصير","negative"
"تقهر","negative"
"تقهرك","negative"
"تكابر","negative"
"تكدر","negative"
"تكسير","negative"
"تلجيم","negative"
"تلغى","negative"
"تلغي","negative"
"تلغيه","negative"
"تمثلون","negative"
"تمرمط","negative"
"تمسخر","negative"
"تمصخر","negative"
"تمصخروا","negative"
"تمنع","negative"
"تنابحون","negative"
"تناحه","negative"
"تنتقد","negative"
"تنتقدو","negative"
"تنجلدون","negative"
"تنحر","negative"
"تنحى","negative"
"تندمو","negative"
"تندموا","negative"
"تنكب","negative"
"تنهاقون","negative"
"تنهي","negative"
"تهاجم","negative"
"تهاجمونه","negative"
"تهاوشو","negative"
"تهاون","negative"
"تهايط","negative"
"تهايطون","negative"
"تهكم","negative"
"تهكموا","negative"
"توجع","negative"
"توقف","negative"
"توهق","negative"
"ثار","negative"
"ثارك","negative"
"ثغره","negative"
"ثواره","negative"
"ثور","negative"
"جاحدين","negative"
"جالد","negative"
"جامل","negative"
"جاهل","negative"
"جبان","negative"
"جبانه","negative"
"جبن","negative"
"جحدتوهم","negative"
"جحدونا","negative"
"جحفل","negative"
"جحفلكم","negative"
"جحفله","negative"
"جحفلهم","negative"
"جحفلي","negative"
"جحورهم","negative"
"جرار","negative"
"جرام","negative"
"جربوع","negative"
"جرحتنا","negative"
"جرحكم","negative"
"جرما","negative"
"جريح","negative"
"جزاري","negative"
"جزم","negative"
"جزمه","negative"
"جلاد","negative"
"جلادين","negative"
"جلد","negative"
"جلدك","negative"
"جلدنا","negative"
"جلدناهم","negative"
"جلده","negative"
"جلدهم","negative"
"جلدونا","negative"
"جنن","negative"
"جنونه","negative"
"جنوني","negative"
"جني","negative"
"حادثه","negative"
"حارب","negative"
"حاربوا","negative"
"حارق","negative"
"حاس","negative"
"حاسبوه","negative"
"حاشرك","negative"
"حاقدين","negative"
"حدكم","negative"
"حذرت","negative"
"حرامي","negative"
"حرتهم","negative"
"حرق","negative"
"حرقتوا","negative"
"حرم","negative"
"حرمتنا","negative"
"حرمو","negative"
"حرموا","negative"
"حزين","negative"
"حزينين","negative"
"حسرات","negative"
"حسيبك","negative"
"حسيبكم","negative"
"حسيب","negative"
"حشر","negative"
"حشيش","negative"
"حفاظه","negative"
"حقير","negative"
"حماره","negative"
"حمقا","negative"
"حنفوش","negative"
"حول","negative"
"حيوان","negative"
"حيوانات","negative"
"حيونه","negative"
"خابت","negative"
"خاربه","negative"
"خاطئه","negative"
"خانته","negative"
"خايس","negative"
"خايف","negative"
"خايفه","negative"
"خبص","negative"
"خبصه","negative"
"خبصها","negative"
"خبط","negative"
"خبقها","negative"
"خبيلان","negative"
"خجلت","negative"
"خدم","negative"
"خدمي","negative"
"خذل","negative"
"خذلت","negative"
"خذلتنا","negative"
"خذلنا","negative"
"خذله","negative"
"خذلوا","negative"
"خذلونا","negative"
"خذلوه","negative"
"خرا","negative"
"خرابيط","negative"
"خرابيطك","negative"
"خرب","negative"
"خربها","negative"
"خرجنا","negative"
"خرطكم","negative"
"خرف","negative"
"خرق","negative"
"خرى","negative"
"خزي","negative"
"خسرت","negative"
"خسروا","negative"
"خسيسه","negative"
"خشونتكم","negative"
"خصمه","negative"
"خصوم","negative"
"خصومه","negative"
"خطاه","negative"
"خطف","negative"
"خطورتها","negative"
"خطيره","negative"
"خفافيش","negative"
"خمام","negative"
"خميم","negative"
"خنيث","negative"
"خواف","negative"
"خوبيس","negative"
"خوفي","negative"
"خونه","negative"
"داج","negative"
"داعر","negative"
"داعس","negative"
"داعسك","negative"
"داعسكم","negative"
"داعسهم","negative"
"داف","negative"
"داهيه","negative"
"دايخين","negative"
"دخلا","negative"
"دز","negative"
"دعس","negative"
"دعسناهم","negative"
"دف","negative"
"دفع","negative"
"دكاكين","negative"
"دلاخته","negative"
"دلاخه","negative"
"دلال","negative"
"دلخ","negative"
"دلوعه","negative"
"دمائهم","negative"
"دمره","negative"
"دمرهم","negative"
"دموعكم","negative"
"دموعه","negative"
"دناه","negative"
"دهور","negative"
"ذالمهزله","negative"
"ذبح","negative"
"ذبحتونا","negative"
"ذبحنا","negative"
"ذبحهم","negative"
"ذل","negative"
"ذليتهم","negative"
"ذمه","negative"
"رحيل","negative"
"رخيص","negative"
"رعب","negative"
"رعومه","negative"
"رعونه","negative"
"رقاصه","negative"
"رقع","negative"
"رقعتكم","negative"
"رقعك","negative"
"رقعناهم","negative"
"ركل","negative"
"ريحنا","negative"
"زاق","negative"
"زبال","negative"
"زباله","negative"
"زبالين","negative"
"زرانيق","negative"
"زعايقه","negative"
"زعجتنا","negative"
"زعلان","negative"
"زعلت","negative"
"زعيق","negative"
"زعيقي","negative"
"زقيق","negative"
"زلاب","negative"
"زلابه","negative"
"زلايبه","negative"
"زنوبه","negative"
"زيف","negative"
"سئ","negative"
"سب","negative"
"سباك","negative"
"سبب","negative"
"سبيكه","negative"
"سحبتوا","negative"
"سحبو","negative"
"سحق","negative"
"سحقا","negative"
"سحقك","negative"
"سخيفين","negative"
"سرقهم","negative"
"سرقوه","negative"
"سفاح","negative"
"سفاحين","negative"
"سفاله","negative"
"سفك","negative"
"سقطت","negative"
"سقطه","negative"
"سقوط","negative"
"سلاح","negative"
"سلب","negative"
"سلبت","negative"
"سلبنا","negative"
"سلبه","negative"
"سلبهم","negative"
"سلبوا","negative"
"سلبي","negative"
"سلخت","negative"
"نجلد","negative"
"سنخسر","negative"
"سندعس","negative"
"سنفور","negative"
"سوئه","negative"
"سود","negative"
"سودا","negative"
"سي","negative"
"سيئ","negative"
"سيئين","negative"
"سيسقط","negative"
"سيعاقب","negative"
"سيعاني","negative"
"سينحرون","negative"
"سينهار","negative"
"سيهزم","negative"
"شؤم","negative"
"شاقينه","negative"
"شتم","negative"
"شحاث","negative"
"شخل","negative"
"شخلناكم","negative"
"شخلناهم","negative"
"شخله","negative"
"شرخت","negative"
"شرذمه","negative"
"شرعيه","negative"
"شطب","negative"
"شطبه","negative"
"شقني","negative"
"شقيناكم","negative"
"شككو","negative"
"شكوى","negative"
"شلح","negative"
"شماته","negative"
"شماعه","negative"
"شنايع","negative"
"شوهه","negative"
"صاح","negative"
"صاحو","negative"
"صجنا","negative"
"صداع","negative"
"صدقات","negative"
"صدقه","negative"
"صدقوا","negative"
"صراخ","negative"
"صراخهم","negative"
"صعبوها","negative"
"صعوبه","negative"
"صغار","negative"
"صغير","negative"
"صغيره","negative"
"صغيرها","negative"
"صفقو","negative"
"صكه","negative"
"صياحهم","negative"
"صياح","negative"
"صياحك","negative"
"صياحكم","negative"
"صيح","negative"
"صيحو","negative"
"صيحوا","negative"
"صيحي","negative"
"ضائع","negative"
"ضاغطين","negative"
"ضاغظهم","negative"
"ضاق","negative"
"ضايع","negative"
"ضجيج","negative"
"ضحاياه","negative"
"تنسى","negative"
"ضدا","negative"
"ضدكم","negative"
"ضراط","negative"
"ضربا","negative"
"ضعفه","negative"
"ضغطت","negative"
"ضفدع","negative"
"ضفط","negative"
"ضلم","negative"
"ضمير","negative"
"ضولم","negative"
"ضيعتنا","negative"
"ضيعنا","negative"
"ضيعناه","negative"
"ضيعها","negative"
"ضيعوها","negative"
"طاح","negative"
"طار","negative"
"طاقيه","negative"
"طايح","negative"
"طبالين","negative"
"طبلوا","negative"
"طحالبي","negative"
"طحلب","negative"
"طحلبي","negative"
"طرده","negative"
"طردين","negative"
"طعميه","negative"
"طفش","negative"
"طفوا","negative"
"طق","negative"
"طلقنا","negative"
"طواقي","negative"
"طير","negative"
"طيرهم","negative"
"ظالمه","negative"
"ظالمهم","negative"
"ظلما","negative"
"ظلمات","negative"
"ظلمت","negative"
"ظلمتنا","negative"
"ظلمتو","negative"
"ظلمنا","negative"
"ظلمهم","negative"
"ظلموك","negative"
"ظلموه","negative"
"عاتب","negative"
"عاثوا","negative"
"عاجزه","negative"
"عاظالم","negative"
"عافات","negative"
"عاقبه","negative"
"عاقبوا","negative"
"عالدكه","negative"
"عالظالم","negative"
"عاهه","negative"
"عبط","negative"
"عبيد","negative"
"عبيط","negative"
"عتبي","negative"
"عجاجه","negative"
"عجزه","negative"
"عداوه","negative"
"عرقله","negative"
"عشوائي","negative"
"عشوائيه","negative"
"عصابه","negative"
"عطلت","negative"
"عفن","negative"
"عفنا","negative"
"عقده","negative"
"عقمه","negative"
"عقيمه","negative"
"عك","negative"
"علتنا","negative"
"عله","negative"
"عميا","negative"
"عنادك","negative"
"عنبوكم","negative"
"عنتريه","negative"
"عنيد","negative"
"عنيف","negative"
"عنيفه","negative"
"عهر","negative"
"عهرا","negative"
"عواجيز","negative"
"عواقبه","negative"
"عيباه","negative"
"عيت","negative"
"عيوب","negative"
"عيوبه","negative"
"غاب","negative"
"غابت","negative"
"غبائه","negative"
"غبن","negative"
"غثونا","negative"
"غثيان","negative"
"غثيث","negative"
"غدار","negative"
"غرامه","negative"
"غربله","negative"
"غرور","negative"
"غروره","negative"
"غريب","negative"
"غشاش","negative"
"غشمشم","negative"
"غصه","negative"
"غضبك","negative"
"غموض","negative"
"غيابه","negative"
"غيضهم","negative"
"فادحه","negative"
"فاسدا","negative"
"فاصل","negative"
"فاضح","negative"
"فاضحنا","negative"
"فاضحه","negative"
"فاضحين","negative"
"فاقد","negative"
"فانتفخ","negative"
"فاوهمو","negative"
"فجر","negative"
"فرجني","negative"
"فرط","negative"
"فرطنا","negative"
"فرقاك","negative"
"فساده","negative"
"فسدا","negative"
"فسقتنا","negative"
"فشلا","negative"
"فشلتنا","negative"
"فشلنا","negative"
"فشلها","negative"
"فشلو","negative"
"فشلونا","negative"
"فضائحكم","negative"
"فضائحيه","negative"
"فضايح","negative"
"فضحكم","negative"
"فضحنا","negative"
"فضحناك","negative"
"فضحهم","negative"
"فضلتهم","negative"
"فضيحتاه","negative"
"فضيحتكم","negative"
"فضيع","negative"
"فظائح","negative"
"فظلم","negative"
"فقاعه","negative"
"فقدها","negative"
"فقدوا","negative"
"فقراوي","negative"
"فقراويال","negative"
"فقراويه","negative"
"فقرهم","negative"
"فقعنا","negative"
"فقمه","negative"
"فكاهه","negative"
"فكنا","negative"
"فلسفتك","negative"
"فلسفته","negative"
"فلسفه","negative"
"فلسلفه","negative"
"فنكوشيه","negative"
"قاتل","negative"
"قاسيا","negative"
"قاهر","negative"
"قاهركم","negative"
"قباحته","negative"
"قبحتم","negative"
"قتلتم","negative"
"قتلتو","negative"
"قتلتونا","negative"
"قتلوا","negative"
"قتلونا","negative"
"قذارته","negative"
"قذارتهم","negative"
"قذف","negative"
"قرصه","negative"
"قرفنا","negative"
"قرفوا","negative"
"قرود","negative"
"قروشه","negative"
"قروشون","negative"
"قزم","negative"
"قسوه","negative"
"قل","negative"
"قمط","negative"
"قمطت","negative"
"قمه","negative"
"قنبله","negative"
"قهرا","negative"
"قهركم","negative"
"قويعين","negative"
"كائن","negative"
"كابوس","negative"
"كابوسكم","negative"
"كارثي","negative"
"كارثيه","negative"
"كاره","negative"
"كاسر","negative"
"كاسرين","negative"
"كتم","negative"
"كديش","negative"
"كذبكم","negative"
"كذبو","negative"
"كره","negative"
"كرهت","negative"
"كرهنا","negative"
"كرهونا","negative"
"كرهونه","negative"
"كرهي","negative"
"كريهه","negative"
"كسرتوا","negative"
"كسرو","negative"
"كسروا","negative"
"كعدمه","negative"
"كعدمها","negative"
"كف","negative"
"كلفتنا","negative"
"كوابيس","negative"
"كوارث","negative"
"كوارثيه","negative"
"كيد","negative"
"لامراض","negative"
"لايقاف","negative"
"لتخبيص","negative"
"لتدمير","negative"
"لترهيب","negative"
"لتعطيل","negative"
"لتوقيفه","negative"
"لجلد","negative"
"لخبط","negative"
"لخبطانه","negative"
"لخبطه","negative"
"لدعسك","negative"
"لركله","negative"
"لزخك","negative"
"لضعوف","negative"
"لطم","negative"
"لظلم","negative"
"لعائن","negative"
"لعنا","negative"
"لعنات","negative"
"لعنادك","negative"
"لعنبوكم","negative"
"لفاسد","negative"
"لقم","negative"
"للاخطا","negative"
"للاسوا","negative"
"للاعذار","negative"
"للتلاعب","negative"
"للتوتر","negative"
"للحرامي","negative"
"للزعيق","negative"
"للطحالب","negative"
"للطواقي","negative"
"للظلم","negative"
"للفاشل","negative"
"للفضايح","negative"
"للفقراويه","negative"
"للكديش","negative"
"للكلب","negative"
"للمبالغه","negative"
"للمجهول","negative"
"للنسيان","negative"
"للهياط","negative"
"للوضيع","negative"
"للوقحين","negative"
"لمجزره","negative"
"لمذبحه","negative"
"لنحر","negative"
"لهزيمه","negative"
"لهوجه","negative"
"لوثتوا","negative"
"ليخسا","negative"
"مؤامرات","negative"
"مؤخراتهم","negative"
"مؤلمه","negative"
"مؤمرات","negative"
"ماتم","negative"
"ماساي","negative"
"ماسجل","negative"
"ماسي","negative"
"ماضيع","negative"
"ماعرف","negative"
"مافيا","negative"
"ماقها","negative"
"مالحق","negative"
"مالوم","negative"
"مبلتى","negative"
"متاخر","negative"
"متامر","negative"
"متامرون","negative"
"متبطحين","negative"
"متخاذلين","negative"
"متذيل","negative"
"متسلل","negative"
"متطرف","negative"
"متطفل","negative"
"متعالي","negative"
"متعالين","negative"
"متعصب","negative"
"متعصبين","negative"
"متغير","negative"
"متمرمطين","negative"
"متمسخرين","negative"
"متمصخر","negative"
"متنرفز","negative"
"متهالك","negative"
"متهلهل","negative"
"متواضع","negative"
"متوتره","negative"
"مجاملات","negative"
"مجاملته","negative"
"مجامله","negative"
"مجبور","negative"
"مجبورين","negative"
"مجحفليين","negative"
"مجزره","negative"
"مجلود","negative"
"مجنونه","negative"
"محاباه","negative"
"محاربه","negative"
"محاسبته","negative"
"محبط","negative"
"محبطه","negative"
"محرمه","negative"
"محروم","negative"
"محزنين","negative"
"محسودين","negative"
"محشش","negative"
"محشور","negative"
"محط","negative"
"مخاطره","negative"
"مخانيث","negative"
"مخبص","negative"
"مخبط","negative"
"مخرف","negative"
"مخرفين","negative"
"مخزي","negative"
"مخفوسين","negative"
"مخمس","negative"
"مخنثه","negative"
"مخيب","negative"
"مخيف","negative"
"مداس","negative"
"مدحدرين","negative"
"مدرعم","negative"
"مدعوم","negative"
"مدلل","negative"
"مدوي","negative"
"مذل","negative"
"مراح","negative"
"مراره","negative"
"مرتبش","negative"
"مرتبك","negative"
"مرتزقه","negative"
"مرتشي","negative"
"مرتشين","negative"
"مرضي","negative"
"مرفوضين","negative"
"مرقع","negative"
"مريب","negative"
"مريضه","negative"
"مزاجيه","negative"
"مزروف","negative"
"مزروفتن","negative"
"مزعجينا","negative"
"مزعل","negative"
"مزهريه","negative"
"مساير","negative"
"مستفزه","negative"
"مستقوي","negative"
"مستهتر","negative"
"مستهترين","negative"
"مسح","negative"
"مسخر","negative"
"مسخرتهم","negative"
"مسخركم","negative"
"مسخرو","negative"
"مسلوبه","negative"
"مسويلي","negative"
"مسيار","negative"
"مشبوه","negative"
"مشبوهه","negative"
"مشتت","negative"
"مشتتين","negative"
"مشخمطكم","negative"
"مشكلته","negative"
"مشكوك","negative"
"مشمئزين","negative"
"مشين","negative"
"مصاب","negative"
"مصابينه","negative"
"مصارعه","negative"
"مصخر","negative"
"مضروب","negative"
"مضغوط","negative"
"مضغوطهم","negative"
"مضغوطين","negative"
"مضيع","negative"
"مطرودين","negative"
"مطروط","negative"
"مطلقات","negative"
"مظلوم","negative"
"مظلوميات","negative"
"معاقبته","negative"
"معاند","negative"
"معركه","negative"
"معصب","negative"
"معقابته","negative"
"مغبونين","negative"
"مغتصبه","negative"
"مغسوله","negative"
"مغلوب","negative"
"مفرطه","negative"
"مفضوح","negative"
"مفضوحه","negative"
"مفكك","negative"
"مفلس","negative"
"مقتك","negative"
"مقرف","negative"
"مقرود","negative"
"مقزز","negative"
"مقفل","negative"
"مقهور","negative"
"مكابر","negative"
"مكابرته","negative"
"مكشوفه","negative"
"ملاعين","negative"
"ملخبط","negative"
"ملطشت","negative"
"ملعنه","negative"
"ملعوبه","negative"
"ملغى","negative"
"ملغي","negative"
"ملوثه","negative"
"مموت","negative"
"منافقا","negative"
"منبطح","negative"
"منبطحين","negative"
"منتهيين","negative"
"منحوس","negative"
"منشطات","negative"
"منصدمين","negative"
"منضغط","negative"
"منغبنه","negative"
"منغثات","negative"
"منغثه","negative"
"منفسين","negative"
"مهازل","negative"
"مهدر","negative"
"مهدوم","negative"
"مهرج","negative"
"مهزوز","negative"
"مهزوم","negative"
"مهزوما","negative"
"مهزومه","negative"
"مهمش","negative"
"مولمه","negative"
"نائحه","negative"
"نازل","negative"
"ناسف","negative"
"ناشبين","negative"
"ناكب","negative"
"ناكبنا","negative"
"ناكر","negative"
"نباح","negative"
"نباحك","negative"
"نباحهم","negative"
"نتضرر","negative"
"نتف","negative"
"نجامل","negative"
"نجس","negative"
"نجلدك","negative"
"نحاسه","negative"
"نحر","negative"
"نحرت","negative"
"نحره","negative"
"نحرهم","negative"
"نحرو","negative"
"نحروا","negative"
"نحروك","negative"
"نحس","negative"
"نخاف","negative"
"نخسر","negative"
"ندعس","negative"
"نذاله","negative"
"نرفزت","negative"
"نرفزه","negative"
"نرقع","negative"
"نزيف","negative"
"نسف","negative"
"نسفت","negative"
"نسو","negative"
"نسوا","negative"
"نشاز","negative"
"نشب","negative"
"نشخلهم","negative"
"نشمئز","negative"
"نصباب","negative"
"نصدق","negative"
"نضيع","negative"
"نطبل","negative"
"نعاتبك","negative"
"نعامه","negative"
"نعميها","negative"
"نغتصب","negative"
"نفاقكم","negative"
"نفخه","negative"
"نقص","negative"
"نكبات","negative"
"نكباته","negative"
"نكبتنا","negative"
"نكدوا","negative"
"نكسر","negative"
"ننبطح","negative"
"ننجلد","negative"
"ننجلط","negative"
"نندم","negative"
"ننكد","negative"
"نهايته","negative"
"نهايط","negative"
"نواحكم","negative"
"نواعم","negative"
"نيشمورا","negative"
"نيشيمورا","negative"
"هابط","negative"
"هاجم","negative"
"هالاشكال","negative"
"هالدلخ","negative"
"هالدلوخ","negative"
"هالزق","negative"
"هالطاقيه","negative"
"هالعاهات","negative"
"هالعاهه","negative"
"هالعبد","negative"
"هالفاشل","negative"
"هالفقراوي","negative"
"هالكلاب","negative"
"هالمسخره","negative"
"هالمهزله","negative"
"هالوضيع","negative"
"هايط","negative"
"هبوط","negative"
"هزليه","negative"
"هزم","negative"
"هزمكم","negative"
"هزمناهم","negative"
"هزمهم","negative"
"هزيل","negative"
"هزيمته","negative"
"هزيمتين","negative"
"هزيمه","negative"
"هش","negative"
"هفوه","negative"
"هلكتونا","negative"
"هوس","negative"
"هوشه","negative"
"هياطكم","negative"
"وافضيحتاه","negative"
"ورط","negative"
"ورع","negative"
"ورعنه","negative"
"وساخه","negative"
"وسخ","negative"
"وصاخه","negative"
"وصخه","negative"
"وصخين","negative"
"وضاعتهم","negative"
"وضاعه","negative"
"وضيع","negative"
"وضيعه","negative"
"وضيعين","negative"
"وفشيلاتاه","negative"
"وقاحه","negative"
"وقتيه","negative"
"وقح","negative"
"لخبطاته","negative"
"ولع","negative"
"وهق","negative"
"ويلات","negative"
"يؤلم","negative"
"يبتليهم","negative"
"يبجي","negative"
"يبربر","negative"
"يبطح","negative"
"يبكون","negative"
"يتالمون","negative"
"يتباكى","negative"
"يتبطح","negative"
"يتبكبك","negative"
"يتحرق","negative"
"يتحسر","negative"
"يتخبص","negative"
"يتخبط","negative"
"يتراجع","negative"
"يترقص","negative"
"يترنح","negative"
"يترنحون","negative"
"يتزقزق","negative"
"يتساقطون","negative"
"يتساهل","negative"
"يتشمتون","negative"
"يتضاحكون","negative"
"يتعالى","negative"
"يتعثر","negative"
"يتعمد","negative"
"يتغطرس","negative"
"يتكبر","negative"
"يتمسخر","negative"
"يتملعن","negative"
"يتوعد","negative"
"يتوفى","negative"
"يتوهق","negative"
"يثار","negative"
"يجامل","negative"
"يجامله","negative"
"يجحفل","negative"
"يجحفلهم","negative"
"يجرده","negative"
"يجلد","negative"
"يجلدك","negative"
"يجلدنا","negative"
"يجلدهم","negative"
"يجلط","negative"
"يجلطنا","negative"
"يجلطني","negative"
"يجهض","negative"
"يحارب","negative"
"يحاربون","negative"
"يحارش","negative"
"يحتجون","negative"
